id,entry_type,target_audience,role,region,question,answer,ml_tag
1797,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1798,resume_rewrite,all_job_seekers,Marketing Analyst,Global Remote,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1799,mock_interview,all_job_seekers,Data Analyst,Global Remote,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
1800,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1801,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1802,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1803,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1804,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
1805,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1806,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1807,career_qa,all_job_seekers,Marketing Analyst,US/EU,What is the best way for a new job seeker to break into a Marketing Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1808,resume_rewrite,all_job_seekers,UX Designer,US/EU,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1809,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1810,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1811,mock_interview,all_job_seekers,Data Analyst,Africa,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
1812,career_qa,all_job_seekers,IT Support,Global Remote,What is the best way for a new job seeker to break into a IT Support role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1813,career_qa,all_job_seekers,Marketing Analyst,US/EU,What is the best way for a new job seeker to break into a Marketing Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1814,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1815,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1816,resume_rewrite,all_job_seekers,Marketing Analyst,Africa,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1817,ats_keywords,all_job_seekers,IT Support,US/EU,What ATS keywords should a IT Support include for roles in US/EU?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1818,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1819,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1820,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1821,ats_keywords,all_job_seekers,Data Analyst,US/EU,What ATS keywords should a Data Analyst include for roles in US/EU?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1822,resume_rewrite,all_job_seekers,IT Support,Global Remote,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1823,mock_interview,all_job_seekers,Marketing Analyst,Africa,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1824,mock_interview,all_job_seekers,Software Engineer,Global Remote,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1825,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1826,ats_keywords,all_job_seekers,Marketing Analyst,Africa,What ATS keywords should a Marketing Analyst include for roles in Africa?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1827,mock_interview,all_job_seekers,Software Engineer,Africa,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1828,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1829,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1830,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1831,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1832,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1833,mock_interview,all_job_seekers,Marketing Analyst,Africa,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1834,ats_keywords,all_job_seekers,Software Engineer,Africa,What ATS keywords should a Software Engineer include for roles in Africa?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1835,resume_rewrite,all_job_seekers,Data Analyst,Africa,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1836,ats_keywords,all_job_seekers,Marketing Analyst,Global Remote,What ATS keywords should a Marketing Analyst include for roles in Global Remote?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1837,resume_rewrite,all_job_seekers,Data Analyst,Africa,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1838,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1839,mock_interview,all_job_seekers,UX Designer,Global Remote,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1840,mock_interview,all_job_seekers,Marketing Analyst,Global Remote,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1841,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1842,mock_interview,all_job_seekers,Software Engineer,Africa,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1843,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1844,career_qa,all_job_seekers,Data Analyst,US/EU,What is the best way for a new job seeker to break into a Data Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1845,career_qa,all_job_seekers,Product Manager,US/EU,What is the best way for a new job seeker to break into a Product Manager role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1846,mock_interview,all_job_seekers,Marketing Analyst,US/EU,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1847,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1848,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1849,resume_rewrite,all_job_seekers,IT Support,Africa,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1850,resume_rewrite,all_job_seekers,UX Designer,US/EU,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1851,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1852,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1853,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1854,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1855,career_qa,all_job_seekers,IT Support,Global Remote,What is the best way for a new job seeker to break into a IT Support role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1856,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1857,mock_interview,all_job_seekers,Software Engineer,US/EU,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1858,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1859,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1860,resume_rewrite,all_job_seekers,IT Support,Africa,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1861,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1862,resume_rewrite,all_job_seekers,IT Support,US/EU,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1863,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1864,resume_rewrite,all_job_seekers,Data Analyst,US/EU,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1865,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1866,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1867,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1868,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1869,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1870,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1871,ats_keywords,all_job_seekers,Marketing Analyst,Africa,What ATS keywords should a Marketing Analyst include for roles in Africa?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1872,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1873,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1874,career_qa,all_job_seekers,UX Designer,Africa,What is the best way for a new job seeker to break into a UX Designer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1875,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1876,mock_interview,all_job_seekers,Marketing Analyst,US/EU,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1877,mock_interview,all_job_seekers,UX Designer,Africa,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1878,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1879,resume_rewrite,all_job_seekers,Data Analyst,Africa,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1880,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1881,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1882,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1883,ats_keywords,all_job_seekers,Software Engineer,Africa,What ATS keywords should a Software Engineer include for roles in Africa?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1884,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1885,career_qa,all_job_seekers,IT Support,US/EU,What is the best way for a new job seeker to break into a IT Support role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1886,resume_rewrite,all_job_seekers,IT Support,US/EU,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1887,career_qa,all_job_seekers,Software Engineer,Africa,What is the best way for a new job seeker to break into a Software Engineer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1888,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1889,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1890,resume_rewrite,all_job_seekers,UX Designer,Global Remote,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1891,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1892,resume_rewrite,all_job_seekers,IT Support,US/EU,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1893,mock_interview,all_job_seekers,Software Engineer,Global Remote,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1894,career_qa,all_job_seekers,Product Manager,Global Remote,What is the best way for a new job seeker to break into a Product Manager role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1895,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1896,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1897,ats_keywords,all_job_seekers,Marketing Analyst,Global Remote,What ATS keywords should a Marketing Analyst include for roles in Global Remote?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1898,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1899,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1900,ats_keywords,all_job_seekers,IT Support,Africa,What ATS keywords should a IT Support include for roles in Africa?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1901,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1902,career_qa,all_job_seekers,Data Analyst,Africa,What is the best way for a new job seeker to break into a Data Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1903,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1904,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1905,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
1906,career_qa,all_job_seekers,Data Analyst,Africa,What is the best way for a new job seeker to break into a Data Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1907,mock_interview,all_job_seekers,Marketing Analyst,Africa,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1908,ats_keywords,all_job_seekers,Data Analyst,Global Remote,What ATS keywords should a Data Analyst include for roles in Global Remote?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1909,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1910,career_qa,all_job_seekers,IT Support,Africa,What is the best way for a new job seeker to break into a IT Support role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1911,ats_keywords,all_job_seekers,Marketing Analyst,Global Remote,What ATS keywords should a Marketing Analyst include for roles in Global Remote?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1912,ats_keywords,all_job_seekers,IT Support,US/EU,What ATS keywords should a IT Support include for roles in US/EU?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1913,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
1914,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1915,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1916,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1917,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1918,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1919,ats_keywords,all_job_seekers,Data Analyst,US/EU,What ATS keywords should a Data Analyst include for roles in US/EU?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1920,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
1921,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1922,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
1923,resume_rewrite,all_job_seekers,Marketing Analyst,Global Remote,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
